거성치킨,외식(주문식)
고릴라드링크,음식
과천시시설관리공,계발비
교꾸스시,외식(주문식)
국립생태원,유흥비
궁떡,외식(주문식)
낚시,유흥비
눈높이,교육비
다이소,기타잡비
동원홈푸드,음식
명문삼겹살,외식(주문식)
보험,보험저축
삼봉식빵,음식
석사경희태권도,교육비
씨유,음식
약국,의료비
웅진씽크빅,교육비
월드마트,음식
월드정육,음식
월드청과야채,음식
월드축산농산,음식
위드미,음식
주식회사아성다,기타잡비
파리바게뜨,음식
하나로축산물,음식
한의원,의료비
